"CODIGO";"DESCRIPCION";"LATITUD";"LONGITUD";"DIRECION";"CP";"POBLACION";"PROVINCIA";"PAIS";"CERCANIAS";"FEVE";"COMUN"
"66100";"CUENCA";"40.0673400";"-2.1364710";"Calle Mariano Catalina, 10";"16004";"FUENTE OBEJUNA";"CUENCA";"ESPAÑA";"NO";"NO";"CUENC"
"66103";"CAÑADA DEL HOYO";"39.9538410";"-1.8895520";"Calle Estacion Ferrocarril, S/N";"16340";"CAÑADA DEL HOYO";"CUENCA";"ESPAÑA";"NO";"NO";""
"66104";"CARBONERAS DE GUADAZAÓN";"39.9000580";"-1.8068330";"Carretera Camporrobles, S/N";"16350";"CARBONERAS DE GUADAZAÓN";"CUENCA";"ESPAÑA";"NO";"NO";""
"66105";"ARGUISUELAS";"39.8385300";"-1.8123040";"Calle Estacion Ferrocarril, S/N";"16360";"ARGUISUELAS";"CUENCA";"ESPAÑA";"NO";"NO";""
"66108";"YÉMEDA-CARDENETE";"39.7508980";"-1.6818950";"Carretera Cuv - 5014 - Estacion Ferrocarril, S/N";"16373";"YÉMEDA";"CUENCA";"ESPAÑA";"NO";"NO";""
"66109";"VÍLLORA";"39.7470230";"-1.6110020";"Carretera Cm-2109 - Estacion Ferrocarril, S/N";"16371";"VÍLLORA";"CUENCA";"ESPAÑA";"NO";"NO";""
"66112";"CAMPORROBLES";"39.6448290";"-1.4027850";"Calle Estacion Ferrocarril, 1";"46330";"CAMPORROBLES";"VALENCIA/VALÈNCIA";"ESPAÑA";"NO";"NO";""
"66113";"LAS CUEVAS";"39.6191690";"-1.2836780";"Calle Estacion Ferrocarril, S/N";"46313";"UTIEL";"VALENCIA/VALÈNCIA";"ESPAÑA";"NO";"NO";""
"66200";"UTIEL";"39.5707742";"-1.2024215";"Actor Rambla S/N";"46300";"UTIEL";"VALENCIA/VALÈNCIA";"ESPAÑA";"SI";"NO";""
"66201";"SAN ANTONIO DE REQUENA";"39.5222997";"-1.1503670";"Calle Estacion Ferrocarril S/N, San Antonio (Valencia)";"46390";"REQUENA";"VALENCIA/VALÈNCIA";"ESPAÑA";"SI";"NO";""
"66202";"REQUENA";"39.4912708";"-1.1046578";"Estación FF.CC. S/N";"46340";"REQUENA";"VALENCIA/VALÈNCIA";"ESPAÑA";"SI";"NO";""
"66203";"EL REBOLLAR";"39.4773604";"-1.0116025";"C/ Despoblado, S/N";"46340";"REQUENA";"VALENCIA/VALÈNCIA";"ESPAÑA";"SI";"NO";""
"66204";"SIETE AGUAS";"39.4572264";"-0.9025067";"Ctra. Estación S/N, Siete Aguas (Valencia)";"46392";"SIETE AGUAS";"VALENCIA/VALÈNCIA";"ESPAÑA";"SI";"NO";""
"66205";"VENTA MINA-SIETE AGUAS";"39.4543509";"-0.8702163";"Estación FF.CC. S/N";"46392";"BUÑOL";"VALENCIA/VALÈNCIA";"ESPAÑA";"SI";"NO";""
"66206";"BUÑOL";"39.4271390";"-0.7873638";"C/ Estación Ferrocarril, S/N";"46370";"BUÑOL";"VALENCIA/VALÈNCIA";"ESPAÑA";"SI";"NO";""
"66207";"CHIVA";"39.4711268";"-0.7229414";"Avda. de la Estación S/N";"46370";"CHIVA";"VALENCIA/VALÈNCIA";"ESPAÑA";"SI";"NO";""
"66208";"CHESTE";"39.4909030";"-0.6862639";"Pla. Maestro  Serrano, 2";"46380";"CHESTE";"VALENCIA/VALÈNCIA";"ESPAÑA";"SI";"NO";""
"66209";"LORIGUILLA-REVA";"39.4857771";"-0.5673983";"C/ Estación Ferrocarril, S/N";"46393";"LORIGUILLA";"VALENCIA/VALÈNCIA";"ESPAÑA";"SI";"NO";""
"66210";"CIRCUIT RICARDO TORMO";"39.4954379";"-0.6247545";"Ctra. Cv - 383 --- Estación Ferrocarril, S/N";"46380";"BUÑOL";"VALENCIA/VALÈNCIA";"ESPAÑA";"SI";"NO";""
"66211";"ALDAIA";"39.4611179";"-0.4632476";"C/ Portavella, S/N";"46960";"ALDAIA";"VALENCIA/VALÈNCIA";"ESPAÑA";"SI";"NO";""
"66212";"VALÈNCIA-SANT ISIDRE";"39.4502194";"-0.4039788";"C/ Gremis S/N";"46014";"VALENCIA";"VALENCIA/VALÈNCIA";"ESPAÑA";"SI";"NO";"VALEN"
"66214";"XIRIVELLA-ALQUERIES";"39.4626294";"-0.4322160";"Avda. de la Constitucio, 24";"46950";"XIRIVELLA";"VALENCIA/VALÈNCIA";"ESPAÑA";"SI";"NO";""
"67004";"MARÍA DE HUERVA";"41.5397590";"-0.9980820";"C/ Estación Ferrocarril, S/N";"50430";"MARÍA DE HUERVA";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"67007";"ARAÑALES DE MUEL";"41.4689460";"-1.0863940";"C/ Escalera Arañales, 8";"50450";"MUEL";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"67009";"LONGARES";"41.4047870";"-1.1587910";"C/ Camino Estación Ferrocarril, S/N";"50460";"LONGARES";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"67010";"CARIÑENA";"41.3355860";"-1.2284220";"Camino Estación Ferrocarril, 1";"50400";"CARIÑENA";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"67011";"ENCINACORBA";"41.2886500";"-1.2785340";"C/ Estación Ferrocarril, 9";"50470";"ENCINACORBA";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"67013";"VILLARREAL DE HUERVA";"41.1964980";"-1.2870960";"C/ Camino de la Estación, S/N";"50490";"VILLARREAL DE HUERVA";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"67014";"VILLADOZ";"41.1654820";"-1.2793390";"Ctra. A-2509 - Estación Ferrocarril, S/N";"50490";"VILLADOZ";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"67015";"BADULES";"41.1395100";"-1.2515720";"Ctra. A - 1506 --- C/ Mayor, S/N";"50491";"BADULES";"ZARAGOZA";"ESPAÑA";"NO";"NO";""
"67016";"VILLAHERMOSA";"41.1084920";"-1.2398030";"Ctra. Te-17 - Estación Ferrocarril, S/N";"44494";"VILLAHERMOSA DEL CAMPO";"TERUEL";"ESPAÑA";"NO";"NO";""
"67017";"FERRERUELA";"41.0638700";"-1.2393840";"Ctra. A - 2510 --- Estación de Ferrocarril, S/N";"44490";"FERRERUELA DE HUERVA";"TERUEL";"ESPAÑA";"NO";"NO";""
"67018";"CUENCABUENA";"41.0092930";"-1.2546410";"Ctra. Te - 19 --- Estación Ferrocarril, S/N";"44495";"CALAMOCHA";"TERUEL";"ESPAÑA";"NO";"NO";""
"67019";"LECHAGO";"40.9576810";"-1.2690870";"Autovia Mudejar A- 23 --- Estación Ferrocarril, S/N";"44495";"CALAMOCHA";"TERUEL";"ESPAÑA";"NO";"NO";""
"67020";"NAVARRETE";"40.9367210";"-1.2617330";"Ctra. A-2512 - Estación Ferrocarril, S/N";"44496";"CALAMOCHA";"TERUEL";"ESPAÑA";"NO";"NO";""
"67021";"CALAMOCHA";"40.9038640";"-1.2998410";"Ctra. N - 234 --- Estación Ferrocarril, S/N";"44200";"CALAMOCHA";"TERUEL";"ESPAÑA";"NO";"NO";""
"67100";"CAMINREAL-FUENTES CLARAS";"40.8511100";"-1.3376500";"Ctra. Cv - 4301 --- Estación Ferrocarril, S/N";"44350";"CAMINREAL";"TERUEL";"ESPAÑA";"NO";"NO";""
"67101";"TORRIJO DEL CAMPO";"40.8260120";"-1.3404980";"C/ Alemania, S/N";"44393";"TORRIJO DEL CAMPO";"TERUEL";"ESPAÑA";"NO";"NO";""
"67103";"VILLAFRANCA DEL CAMPO";"40.6838270";"-1.3579270";"Ctra. Te-V-9024 - Estación Ferrocarril, S/N";"44394";"VILLAFRANCA DEL CAMPO";"TERUEL";"ESPAÑA";"NO";"NO";""
"67105";"SANTA EULALIA DEL CAMPO";"40.5729170";"-1.3129950";"Barrio Estación Ferrocarril, 8";"44360";"SANTA EULALIA";"TERUEL";"ESPAÑA";"NO";"NO";""
"67107";"CELLA";"40.4552660";"-1.2443290";"C/ Estación Ferrocarril, S/N";"44370";"CELLA";"TERUEL";"ESPAÑA";"NO";"NO";""
"67113";"MONREAL DEL CAMPO";"40.7823210";"-1.3607920";"C/ Teruel, S/N";"44300";"MONREAL DEL CAMPO";"TERUEL";"ESPAÑA";"NO";"NO";""
"67200";"TERUEL";"40.3410290";"-1.1102840";"C/ Camino de la Estación, S/N";"44001";"TERUEL";"TERUEL";"ESPAÑA";"NO";"NO";""
"67202";"PUERTO ESCANDÓN";"40.2730920";"-0.9850790";"Ctra. N-234, Km. 103 - Estación Ferrocarril, S/N";"44442";"PUEBLA DE VALVERDE (LA)";"TERUEL";"ESPAÑA";"NO";"NO";""
"67203";"PUEBLA DE VALVERDE";"40.2134240";"-0.9446740";"Ctra. Te-620 - Camino Estación Ferrocarril, S/N";"44450";"PUEBLA DE VALVERDE (LA)";"TERUEL";"ESPAÑA";"NO";"NO";""
"67205";"SARRIÓN";"40.1463390";"-0.8236310";"C/ Camino de la Estación, S/N";"44460";"SARRIÓN";"TERUEL";"ESPAÑA";"NO";"NO";""
"67206";"MORA DE RUBIELOS";"40.1231420";"-0.7861450";"C/ Estación Ferrocarril Mora, 1";"44477";"ALBENTOSA";"TERUEL";"ESPAÑA";"NO";"NO";""
"67207";"RUBIELOS DE MORA";"40.1180060";"-0.7734630";"Ctra. Te-V-6005 - Estación Ferrocarril, S/N";"44477";"RUBIELOS DE MORA";"TERUEL";"ESPAÑA";"NO";"NO";""
"67208";"BARRACAS";"40.0117400";"-0.6961510";"Avda. Estación Ferrocarril, 9";"12420";"BARRACAS";"CASTELLÓN/CASTELLÓ";"ESPAÑA";"NO";"NO";""
"67210";"MASADAS BLANCAS (APT)";"39.9489370";"-0.6565860";"";"";"CAUDIEL";"CASTELLÓN/CASTELLÓ";"ESPAÑA";"NO";"NO";""
"67211";"CAUDIEL";"39.9473696";"-0.5720537";"Paseo de la Estación, S/N";"12440";"CAUDIEL";"CASTELLÓN/CASTELLÓ";"ESPAÑA";"SI";"NO";""
"67212";"JÉRICA-VIVER";"39.9149777";"-0.5693896";"C/ Estación Ferrocarril, S/N";"12450";"JÉRICA";"CASTELLÓN/CASTELLÓ";"ESPAÑA";"SI";"NO";""
"67213";"NAVAJAS";"39.8744166";"-0.5059546";"C/ Estación de Ferrocarril, S/N";"12470";"NAVAJAS";"CASTELLÓN/CASTELLÓ";"ESPAÑA";"SI";"NO";""
"67214";"SEGORBE-ARRABAL";"39.8545570";"-0.4938630";"Crta, N-234 - Estación de Ffcc";"12400";"SEGORBE";"CASTELLÓN/CASTELLÓ";"ESPAÑA";"SI";"NO";""
"67215";"SEGORBE-CIUDAD";"39.8471755";"-0.4823544";"Explanada de la Estación 2";"12400";"SEGORBE";"CASTELLÓN/CASTELLÓ";"ESPAÑA";"SI";"NO";""
"67216";"ALGIMIA-CIUDAD";"39.7529934";"-0.3657542";"C/ Picaio, S/N";"46148";"ALGIMIA DE ALFARA";"VALENCIA/VALÈNCIA";"ESPAÑA";"SI";"NO";""
"67217";"SONEJA";"39.8126015";"-0.4318206";"Pza. Estación S/N";"12480";"SONEJA";"CASTELLÓN/CASTELLÓ";"ESPAÑA";"SI";"NO";""
"67221";"ESTIVELLA-ALBALAT DELS TARONGERS";"39.7064080";"-0.3483240";"Avda. Camp de Morvedre, S/N";"46590";"ESTIVELLA";"VALENCIA/VALÈNCIA";"ESPAÑA";"SI";"NO";""
"67223";"GILET";"39.6793985";"-0.3206548";"C/ Doctor Vila, S/N";"46149";"GILET";"VALENCIA/VALÈNCIA";"ESPAÑA";"SI";"NO";""
"69001";"GENOVÉS";"38.9877300";"-0.4798800";"C/ Estación Ferrocarril, S/N";"46894";"GENOVÉS";"VALENCIA/VALÈNCIA";"ESPAÑA";"NO";"NO";""
"69002";"BENIGÀNIM";"38.9384990";"-0.4534240";"Avda. Balneari de Bellus, S/N";"46830";"BENIGÀNIM";"VALENCIA/VALÈNCIA";"ESPAÑA";"NO";"NO";""
"69003";"LA POBLA DEL DUC";"38.9076060";"-0.4533860";"C/ Estación Ferrocarril, S/N";"46840";"POBLA DEL DUC (LA)";"VALENCIA/VALÈNCIA";"ESPAÑA";"NO";"NO";""
"69004";"MONTABERNER";"38.8841350";"-0.4916190";"Avda. Estación Ferrocarril, 20";"46892";"MONTAVERNER";"VALENCIA/VALÈNCIA";"ESPAÑA";"NO";"NO";""
"69005";"BUFALÍ";"38.8674050";"-0.5104780";"C/ Estación Ferrocarril, S/N";"46891";"BUFALI";"VALENCIA/VALÈNCIA";"ESPAÑA";"NO";"NO";""
"69006";"ALBAIDA";"38.8456450";"-0.5181290";"Acceso A Través de la Rotonda Cv-60, Av. Fora-Fora y Av. de la Fira, S/N";"46860";"ALBAIDA";"VALENCIA/VALÈNCIA";"ESPAÑA";"NO";"NO";""
